	sample.name	sample	treatment1	treatment2	GAPDH	ACTIN	TARGET	ISmean.Ct	dCT	ddCT	RQ	adjRQ	gene
440	WT.TGFb_rep4	WT.TGFb	WT	TGFb	18.13589668	17.15701675	32.50261688	17.646456715	-14.856160165	0.749596594999996	0.594769843223568	0.467169789555893	ZEB1AS1_1
441	dZEB1_rep1	dZEB1	dZEB1	Control	18.24984169	16.22150803	32.07627487	17.23567486	-14.84060001	0.734036439999997	0.601219438486427	0.472235708912766	ZEB1AS1_1
442	dZEB1_rep2	dZEB1	dZEB1	Control	17.89336586	15.94566727	33.96333694	16.919516565	-17.043820375	2.937256805	0.130556228802764	0.102547105623969	ZEB1AS1_1
443	dZEB1_rep3	dZEB1	dZEB1	Control	18.04476357	15.52498913	31.70843506	16.78487635	-14.92355871	0.816995139999996	0.56762296321862	0.445846915904003	ZEB1AS1_1
444	dZEB1_rep4	dZEB1	dZEB1	Control	17.86933136	15.78357887	32.44689178	16.826455115	-15.620436665	1.513873095	0.350169881155529	0.275045534927616	ZEB1AS1_1
445	dZEB1.TGFb_rep1	dZEB1.TGFb	dZEB1	TGFb	18.07838631	16.54947662	33.50855637	17.313931465	-16.194624905	2.088061335	0.23519652747784	0.184738203353727	ZEB1AS1_1
446	dZEB1.TGFb_rep2	dZEB1.TGFb	dZEB1	TGFb	18.368433	16.87005997	34.03524399	17.619246485	-16.415997505	2.309433935	0.201739580102985	0.158459004362095	ZEB1AS1_1
447	dZEB1.TGFb_rep3	dZEB1.TGFb	dZEB1	TGFb	19.35072327	17.24855232	34.7975235	18.299637795	-16.497885705	2.39132213499999	0.190607641702909	0.149715277054862	ZEB1AS1_1
448	dZEB1.TGFb_rep4	dZEB1.TGFb	dZEB1	TGFb	18.85687256	17.60622978	34.45965958	18.23155117	-16.22810841	2.12154484	0.229800709919935	0.180499987543479	ZEB1AS1_1
449	WT_rep1	WT	WT	Control	17.92230797	16.51481819	27.70348358	17.21856308	-10.4849205	0	1	1.06671693057031	ZEB1AS1_2
